,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
39,5.7,26.82,1.7,1.3,403000000,14.409204966927,303000000,94.29620815491
40,5.7,26.82,1.7,1.4,406000000,14.245615309796,306000000,98.574401806202
42,5.7,26.82,1.82,1,393000000,14.464601359732,293000000,86.922089713306
43,5.7,26.82,1.82,1.1,396000000,14.374347451378,296000000,89.776538493447
44,5.7,26.82,1.82,1.2,399000000,14.258790375243,299000000,93.178282457399
45,5.7,26.82,1.82,1.3,402000000,14.122565421821,302000000,97.380501786019
46,5.7,26.82,1.82,1.4,405000000,13.969713952597,305000000,102.778569130107
48,5.7,26.82,1.94,1,392000000,14.143942370843,292000000,88.638722184079
49,5.7,26.82,1.94,1.1,395000000,14.055874696262,295000000,91.96671364755
50,5.7,26.82,1.94,1.2,398000000,13.945608789832,298000000,96.058751498743
51,5.7,26.82,1.94,1.3,401000000,13.817213352055,301000000,101.310999952647
52,5.7,26.82,1.94,1.4,404000000,13.674192760819,304000000,108.194592613997
